Vadakara,1,KURIYADI,P ROHINI,INC,Woman
Vadakara,2,VEERANCHERY,RAJITHA,INDEPENDENT,Woman
Vadakara,3,KULANGARATH,K SAROJINI,CPI,Woman
Vadakara,4,PAZHANGAVU,A K BALAN,CPI(M),SC
Vadakara,5,ARAKKILAD,E ARAVINDAKSHAN,CPI(M),General
Vadakara,6,PARAVANTHALA,K BALAKRISHNAN,CPI(M),General
Vadakara,7,VATAKARA THERU,LEELA M,INC,Woman
Vadakara,8,CHOLAM VAYAL,E SAJITH KUMAR,CPI(M),General
Vadakara,9,KOTTAPARAMBU,PREMA KUMARI,INDEPENDENT,Woman
Vadakara,10,KAKKUZHIYIL,T I NASSAR,ML,General
Vadakara,11,KUZHICHAL,ADV. LATHIKA SREENIVAS,JD(S),Woman
Vadakara,12,CHERUSSERY,K PAVITHRAN,CPI(M),General
Vadakara,13,MAKKOOL,P K SREEJA,CPI(M),Woman
Vadakara,14,AKLOTH NADA,SHAMEERA M N,SJ(D),Woman
Vadakara,15,AREEKOTH,KARTHIKA SYAMALA GANGADHARAN,CPI(M),Woman
Vadakara,16,KALLUNIRA,P K SHYLAJA,CPI(M),Woman
Vadakara,17,KURUMBAYIL,K K DINESH KUMAR,CPI(M),General
Vadakara,18,SIDHASRAMAM,P K VIJAYAN,CPI(M),General
Vadakara,19,KUNJAMKUZHI,A P  PRAJITHA,CPI(M),Woman
Vadakara,20,PUTHIYAPPU,PREETHA P T,CPI(M),Woman
Vadakara,21,ACHAMMANDI,K P BALAN,CPI(M),General
Vadakara,22,MAMPALLY,BALAKRISHNAN P K,CPI,General
Vadakara,23,CHEERAMVEEDU,C V ASOKAN,CPI(M),General
Vadakara,24,NARAYANA NAGARAM,PARAMBATH REEJA,INC,Woman
Vadakara,25,EDODI,SADANANDAN,INDEPENDENT,General
Vadakara,26,KARIMBANA,K K MINI THAROLTHAZHA,CPI(M),Woman
Vadakara,27,CHEENAMVEEDU,JISHA K P,CPI(M),Woman
Vadakara,28,MEPPAYIL,V REEJA,CPI(M),Woman
Vadakara,29,KOKKANJATH,P BABU,CPI(M),General
Vadakara,30,CHANDANAM PARAMBU,A P MOHANAN,CPI(M),General
Vadakara,31,PUDUPPANAM,C H VIJAYAN,INC,General
Vadakara,32,NALLADATH,M RAJAN MASTER,CPI(M),General
Vadakara,33,PANIKKOTTI,P K BALAKRISHNAN,CPI(M),General
Vadakara,34,MOORAD,NALLADATH RAGHAVAN,INC,General
Vadakara,35,VELUTHAMALA,ADV.S.BIJOYLAL,INC,General
Vadakara,36,KARUKAYIL,P K UMMUKULSU,ML,Woman
Vadakara,37,KAKKATTIYIL,N SAHIRA,ML,Woman
Vadakara,38,THURUTHIYIL,M P AHAMMAD,ML,General
Vadakara,39,KAYYIL,PAROL INDIRA,CPI(M),Woman
Vadakara,40,AZHITHALA,ANSAR,ML,General
Vadakara,41,PURAMKARA,C DAMODHARAN MASTER,CPI(M),General
Vadakara,42,PAKKAYIL,P P RANJINI,CPI(M),Woman
Vadakara,43,NADOL,K P BINDU,CPI(M),Woman
Vadakara,44,KOYILANDI VALAPPU,P RAIHANATH,ML,Woman
Vadakara,45,PANDIKASALA,P ABDULKAREEM,ML,General
Vadakara,46,MUKKOLA,P SAFIYA,ML,Woman
Vadakara,47,MUKACHERY,P T K JASEELA,ML,Woman
Koyilandy,1,PATHIRIKAD,OMANA,CPI,Woman
Koyilandy,2,MARALUR,M.T. SANTHOSH,CPI(M),General
Koyilandy,3,KODAKKATTUM MURI,PRAJILA. C,CPI(M),Woman
Koyilandy,4,PERUMKUNI,RAJESH. T. K,CPI(M),General
Koyilandy,5,PULIYENCHERY,ANITHA.  V,CPI(M),Woman
Koyilandy,6,ATTAVAYAL,K. GANGADHARAN,CPI(M),SC
Koyilandy,7,PULIYENCHERY EAST,BEENA,CPI(M),Woman
Koyilandy,8,KALATHINKADAVU,PRASANNA. T,CPI(M),Woman
Koyilandy,9,VIYYUR,SHEEBA,INC,Woman
Koyilandy,10,PAVUVAYAL,BALAKRISHNAN,CPI(M),General
Koyilandy,11,PANTHALAYANI NORTH,USHA. K,CPI(M),Woman
Koyilandy,12,PUTHALATHU KUNNU,SUDHA. K. P,CPI(M),Woman
Koyilandy,13,PERUVATTOOR,MEENAKSHI,INC,SC Woman
Koyilandy,14,PANTHALAYANI CENTRAL,SHYMA,CPI(M),Woman
Koyilandy,15,PANTHALAYANI SOUTH,T. K. CHANDRAN,CPI(M),General
Koyilandy,16,PERUVATTOR CENTRAL,SHYJA,INC,Woman
Koyilandy,17,KAKRATTU KUNNU,RAJEESH V.K,INC,General
Koyilandy,18,ARUVAYAL,K.V. SHEEJA,CPI(M),Woman
Koyilandy,19,ANELA,K  A. INDIRA TEACHER,CPI(M),Woman
Koyilandy,20,MUTHAMBI,C.P. KARUNAN,INC,General
Koyilandy,21,THETTIKUNNU,R.K K. ANILKUMAR,CPI(M),General
Koyilandy,22,KAVUM VATTOM,MADHAVAN P.V,CPI(M),General
Koyilandy,23,MOOZHIKKU MEETHAL,JAMAL PUNATHIL,INC,General
Koyilandy,24,MARUTHOOR,BHASKARAN,CPI(M),General
Koyilandy,25,ANELA KURUVANGAD,VASANTHA. U.V,CPI(M),SC Woman
Koyilandy,26,KANAYAMKODE,ISMAYIL. P. K,CPI(M),General
Koyilandy,27,VARAKUNNU,N. V. RAVEENDRAN,CPI(M),General
Koyilandy,28,KURUVANGAD,M.M. VIJAYA,CPI(M),Woman
Koyilandy,29,MANAMAL,VALSARAJ,INC,General
Koyilandy,30,KOMATHUKARA,K. SANTHA,CPI(M),Woman
Koyilandy,31,KOTHAMANGALAM,SUJATHA. A,CPI(M),Woman
Koyilandy,32,NADELAKANDY,T. PUSHPA,CPI(M),Woman
Koyilandy,33,KORAYANGAD,PAYATTU VALAPPIL MANOJ.K,INC,General
Koyilandy,34,CHALILPARAMBU,SUJATHA. V.V,CPI(M),Woman
Koyilandy,35,CHERIYAMANGAD,VINOD KUMAR. K. K,BJP,General
Koyilandy,36,VIRUNNUKANDY,JAYAN. V. K,BJP,General
Koyilandy,37,KOYILANDY SOUTH,V.P. IBRAHIM KUTTY,ML,General
Koyilandy,38,THAZHANGADY,SAHEERA. C. K,ML,Woman
Koyilandy,39,KOYILANDY TOWN,A. ASEEZ,ML,General
Koyilandy,40,KASMIKANDY,RATHNAVALLY. P,INC,Woman
Koyilandy,41,CIVILSTATION,ANITHA. T.C,BJP,Woman
Koyilandy,42,URAMKUNNU,NAJEEB. K. M,ML,General
Koyilandy,43,KOLLAM WEST,ISMAIL. T. V,ML,General
Koyilandy,44,KANIYAM KUNNU,A.P. SUDHEESH,CPI(M),General
